Elevation,Soil_Type32,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type
3125,1,1956,2690,1
3175,0,891,2213,1
2792,0,2484,2278,2
2936,0,1583,1266,2
3523,0,2952,1875,1
2975,1,2495,1753,1
2681,0,780,865,2
3108,0,5499,3102,2
3021,0,5505,5356,1
2938,0,2352,2796,2
2857,0,1312,2394,2
2891,0,792,1914,2
2728,0,190,1974,5
3047,0,5167,1639,1
2860,0,592,2460,2
3055,0,3353,1556,2
2897,0,228,242,1
2939,0,778,2190,5
3247,0,671,1950,2
3356,1,3342,3303,7
2751,0,1425,1528,2
3294,0,4494,2021,1
2943,1,1134,2240,2
2942,0,4991,1972,2
2791,0,2942,6606,2
2260,0,446,680,3
2286,0,30,960,3
2132,0,1172,600,6
2896,1,1806,1315,5
3095,0,1752,666,1
2650,0,3454,2557,1
3355,1,870,3997,2
2882,0,2026,2512,2
3062,0,3050,1448,2
3217,0,1891,1611,1
2806,0,1657,2037,2
2875,0,2581,1597,2
2922,0,1236,67,2
3213,0,1154,2300,2
2734,0,2358,256,1
3223,0,5384,1855,1
3095,0,3048,2748,1
3010,0,4211,666,2
3058,0,1758,2525,2
2978,0,1159,2477,2
3160,0,4176,883,2
3085,0,1800,531,1
3101,1,2445,661,2
3214,0,4253,1092,1
2955,0,4536,5778,2
2892,0,3305,4618,2
3043,0,3721,2038,2
2805,0,1998,2952,2
2954,0,2892,1559,2
2916,0,830,2081,2
3000,0,1839,875,2
3091,1,2585,2083,1
2990,0,3265,1259,1
3239,0,1687,700,1
3096,0,3271,2155,1
3029,0,983,2112,2
3271,0,1736,1129,1
3129,0,342,1681,1
2568,0,1487,1231,2
2951,0,4694,2296,5
2937,0,4418,992,2
3391,0,2919,1723,7
3066,0,2783,1473,2
3238,0,4817,731,1
3162,0,3314,3333,1
3013,0,1463,3216,1
2749,0,2343,6641,2
3018,0,1209,1158,2
3109,0,2884,3382,1
3003,0,426,1727,1
2554,0,1235,1245,3
2810,0,2094,2155,2
3256,0,4318,2193,1
3299,0,3856,3690,7
2714,0,2138,4350,2
2570,0,1549,1213,2
3094,0,655,1587,2
3041,0,5922,5169,2
2837,0,2830,2840,2
3172,0,297,3893,2
3316,0,2897,947,1
2908,0,2810,1723,2
3366,0,1273,2842,1
2971,0,2220,1999,2
2920,1,1851,566,2
3231,0,450,2620,2
3205,0,495,2135,2
2648,0,1915,738,2
2921,0,1381,805,2
3268,0,4243,1910,1
2396,0,1261,270,6
2992,0,1492,301,2
3025,0,324,1073,1
2907,0,1752,2664,2
2908,0,2337,1976,2
2899,0,1816,2819,2
2911,0,532,2175,2
2439,0,1233,722,6
3189,0,362,2163,2
3197,0,1376,2263,1
2688,0,731,150,2
2905,1,1543,1477,2
3091,0,2308,306,2
3260,0,3561,1947,2
3009,0,1830,1395,1
2605,0,700,2340,2
3281,1,1200,607,1
3002,0,4076,1008,2
3149,0,6573,2232,2
3426,1,2462,1302,1
2270,0,977,582,3
3149,0,4186,1605,1
3038,0,390,1195,1
3364,0,3529,2381,7
2853,0,2971,1664,2
2981,1,1878,1638,2
3181,0,1530,180,1
2512,0,1022,4791,2
3411,0,1719,1115,7
2957,0,4779,2291,1
3264,0,2894,514,1
2841,0,2438,3422,2
2308,0,582,812,3
3147,0,3059,3097,2
3266,0,891,5582,1
2592,0,2955,2581,2
3425,0,1650,1273,7
3218,0,1926,1909,1
3426,0,3923,3555,7
2851,0,1221,1500,2
3201,0,2355,4031,1
3407,0,2301,3660,7
2567,0,420,1316,2
3091,0,3723,841,1
3294,1,870,2695,2
2666,1,1894,1770,3
3264,0,2863,2766,1
2991,0,4806,3724,2
2895,0,2797,2230,2
2125,0,540,1050,6
3064,0,2687,812,1
2441,0,752,1233,3
2310,0,1266,845,4
3220,1,1295,816,1
2990,0,2431,1704,7
2238,0,1054,1176,3
2840,0,3776,6189,2
3214,0,2274,558,1
2811,0,90,849,2
3042,0,2947,2640,1
2267,0,1481,418,6
3343,1,1358,1998,1
3169,0,3236,3820,1
2950,0,1461,875,2
3524,0,3365,1112,1
3158,0,2225,2785,1
2507,0,960,4915,2
3201,0,2858,5140,1
3083,0,4209,2422,2
3109,0,5501,1158,1
2851,0,1456,1315,1
2142,0,1113,1275,4
2847,0,3731,6223,2
3144,0,4590,3394,1
3061,0,3615,1126,2
3163,0,2338,384,1
2930,0,1326,2423,2
3103,0,3314,5246,1
2716,0,2462,4536,2
2236,0,1626,779,4
3087,0,228,1959,1
3188,0,3160,2477,2
2910,0,4200,825,2
3244,0,2885,3083,1
3368,0,872,1084,7
3244,0,3544,4189,1
2604,0,1507,1120,6
3114,0,1127,2725,1
2694,0,1681,1382,1
2978,0,511,591,1
3040,0,150,1347,2
2839,0,2407,1532,1
3504,0,2242,1473,1
2298,0,1345,1082,3
2697,0,255,1064,2
2885,0,648,85,2
3067,0,1358,3159,1
2952,0,2802,1381,2
2870,0,2340,1574,5
2774,0,1168,1477,2
3181,0,2203,865,1
3217,0,6048,3185,2
2611,0,216,1320,2
3071,1,1426,1771,1
2857,0,2851,2946,2
2772,0,3365,6027,1
3319,0,3375,1592,1
3157,0,1825,3297,1
2980,0,592,518,1
2155,0,690,277,3
2968,0,4287,2162,2
3137,0,3355,1974,1
2847,0,1855,2173,2
3220,0,3097,1510,1
2841,0,1159,2372,2
3047,0,902,1159,2
2665,0,2039,1839,6
2981,0,2985,942,2
2932,0,5423,4434,2
2815,0,1358,1419,2
3248,0,2457,1476,2
3140,0,1087,930,1
2425,0,815,1315,6
2758,0,2012,2167,6
3224,0,3880,3349,1
2622,0,3245,2482,1
3047,0,3486,2825,1
2691,0,2059,466,2
3281,0,1195,443,1
2607,0,2151,1190,1
3139,1,127,2496,1
2926,0,5709,6231,1
2155,0,342,492,2
2995,0,5047,1200,2
2958,0,1440,1384,2
2857,0,1434,1994,2
3260,0,2416,1132,1
2895,0,1170,830,2
3321,0,1613,1620,7
3336,0,1527,3408,1
2829,0,787,2471,2
3204,0,350,2469,2
3012,0,3102,1476,2
3084,0,3663,845,1
3328,0,4485,4039,7
3026,0,1805,3454,1
2979,0,3463,1146,2
2919,0,350,1360,2
3172,0,1689,1595,2
3082,0,735,1387,2
2054,0,390,600,3
2429,0,807,874,3
3225,0,2100,1915,1
3356,0,5360,677,1
2876,0,190,1165,1
3290,0,5101,1307,2
3204,0,1421,2493,1
3251,0,6280,811,1
2285,0,540,1667,3
3367,0,1789,3092,1
3248,0,771,1804,1
2569,0,1320,6715,2
3205,0,1909,1716,2
2910,0,5626,1140,2
3034,0,3162,1549,1
3399,0,5094,642,1
2758,0,2929,5557,2
2551,0,842,1423,3
2827,0,849,365,1
3409,0,2089,576,7
2336,0,335,1359,6
2988,0,4091,1315,2
3265,0,4080,2287,1
2785,0,3251,5876,2
3182,0,2706,2669,1
3360,1,1050,2170,1
2926,0,4484,1872,2
3267,0,3461,589,1
3383,0,3824,3441,7
3349,0,2032,3181,1
3299,0,1627,2809,1
2856,0,3189,4670,2
2566,0,964,997,2
2991,0,2490,2363,2
2644,0,470,1329,2
2684,0,2486,1332,2
2687,0,745,362,3
3237,0,4008,2471,1
2740,0,2730,2549,2
2868,0,1291,1624,2
3267,0,1110,1677,1
2968,0,5790,4606,2
3028,0,1516,1168,2
3304,1,1425,2132,1
3075,0,2258,1325,1
2811,0,769,300,2
1953,0,42,366,3
3129,0,3695,3705,1
3374,0,4015,2446,2
2346,0,979,870,6
2912,0,3686,1129,2
3074,0,360,750,1
2872,0,1565,1959,2
2870,0,726,1401,2
2916,0,5581,3720,2
2763,0,3191,3010,2
3109,1,1179,2676,1
3102,0,3302,1130,2
2632,0,1961,949,2
3172,0,2067,3489,1
3229,0,5012,1864,1
3051,0,5074,2124,1
3262,0,5616,1357,1
2572,0,1148,1106,2
2784,0,1809,1509,2
3324,1,1671,1691,1
2600,0,1626,1153,2
2589,0,1321,700,2
2573,0,371,1328,2
2933,0,2120,1590,1
2483,0,655,792,3
2794,0,297,2641,2
3189,0,5863,3121,2
3176,0,5779,2922,2
3014,0,967,2496,2
3098,0,4049,2014,2
3010,0,1943,959,1
2913,0,1584,2131,2
3347,0,5172,3210,7
2676,0,1451,1256,1
3140,0,4155,1765,2
3027,0,4207,3304,2
3288,0,830,1057,7
2915,0,1561,1717,2
2765,0,268,2603,2
2995,0,2821,1604,2
2437,0,1233,655,6
3188,0,3518,2060,1
3221,0,5826,1591,1
3174,0,2363,1482,1
3243,0,2099,1902,2
3183,0,800,2121,1
2959,0,3776,1387,2
3205,0,2475,2818,1
2779,0,1249,2264,2
3205,0,2790,2743,1
3025,0,2691,1324,1
2936,0,3605,4747,2
3245,1,4251,912,1
2982,0,4652,2503,1
3048,0,3093,1761,1
3291,0,1657,2888,1
2391,0,674,1531,6
3477,0,2553,2176,1
3016,1,2738,1524,2
2285,0,1064,513,4
2815,0,2839,1801,2
3057,0,4809,2184,2
2909,0,3537,3734,2
3285,1,3510,1682,1
3208,0,3667,4093,1
2566,0,339,1860,2
3102,0,3544,1266,1
3368,0,2018,3075,1
3253,0,5717,1419,1
3077,0,1848,1148,1
3130,0,1761,2108,1
2995,0,5548,6445,1
2817,0,1869,1744,2
3295,0,1284,1362,1
3176,0,4983,2343,1
3210,1,1020,2078,1
2615,0,828,1360,3
3002,0,2147,1120,1
3026,0,1935,1353,1
2356,0,1140,511,6
3224,0,3931,2282,1
3427,0,1739,3466,1
2260,0,725,601,3
3094,0,3826,920,1
3165,0,3974,2741,2
3303,0,3491,3564,7
3348,0,2765,992,1
2446,0,750,1131,6
3169,0,1343,2469,1
3139,1,2227,2551,2
3301,0,2008,2264,1
3412,0,3978,2930,7
3014,0,5069,4326,1
3270,0,3050,446,1
3230,0,4715,2123,1
2992,0,1613,1744,2
3001,0,2352,1323,2
3077,0,1952,1812,2
2775,0,2986,1956,2
2878,0,1917,1441,1
2759,0,1856,997,2
2917,0,437,1256,2
3001,0,4456,2383,2
3035,0,503,1359,1
2978,0,1337,1289,2
3093,0,6641,2846,2
2454,0,391,162,2
3161,0,2946,2030,1
2809,0,997,2177,2
3127,0,1167,2629,1
3469,0,5105,4262,7
3071,0,4027,2155,2
3141,0,2333,3382,1
3329,0,2605,600,7
3031,0,5891,5395,2
3265,0,6137,2490,2
3231,0,371,3064,1
2964,1,644,2250,2
2721,0,612,256,3
3241,0,2346,2965,1
2987,0,484,1723,1
3075,0,1184,1448,2
3132,0,5435,1423,2
3234,0,603,1183,2
2651,0,534,1416,3
2817,0,3840,3099,2
3237,0,3726,3624,1
2747,0,1333,2268,2
3114,0,2737,3065,1
3232,0,2781,1115,2
2930,0,3937,2514,2
3285,1,3324,1380,7
2329,0,180,811,2
3309,0,3650,3971,1
3246,0,1484,2558,1
3367,1,1172,2452,7
2759,0,3070,977,2
3120,0,150,3436,2
2607,0,684,666,5
2393,0,382,674,2
2947,0,1319,2185,1
2999,0,5790,1860,1
3249,0,4324,2282,7
3351,0,4295,3896,1
3285,0,5459,541,1
2916,0,1641,2673,2
3227,0,743,633,2
3108,0,4743,2614,2
2511,0,1100,4173,2
2508,0,1426,1477,2
2905,0,1717,2678,2
3227,0,4548,1110,2
2983,0,5472,1345,2
3199,0,2401,2823,1
3401,0,3919,2844,7
2648,0,553,366,2
2839,0,2582,2493,2
3362,0,967,824,1
2224,0,698,1650,3
3139,0,3488,3151,1
3205,0,5731,1310,2
3278,0,4484,3647,1
3156,0,5157,1063,1
3215,0,3315,1638,1
2818,0,787,2054,2
3145,0,3805,3302,1
2659,0,1932,1830,3
3071,0,3772,552,1
2539,0,1195,511,3
3007,0,1275,1742,2
3085,0,3400,1140,2
3174,0,5223,2926,2
2871,0,983,2353,2
2685,0,2117,4741,2
3044,0,443,1266,1
3118,0,1584,2971,1
3261,0,424,691,1
2913,0,5831,4991,2
2519,0,560,272,2
3077,1,2864,1813,2
3037,0,3866,2400,2
3461,0,2424,3704,7
3209,0,2697,2684,1
2759,0,1825,2016,6
3133,0,765,1836,2
2942,0,5340,2229,1
2880,1,924,256,2
2492,0,882,5415,5
3188,0,3915,4126,1
3123,0,6289,1302,1
2532,0,1057,4030,2
3086,0,671,1691,1
3219,0,4668,323,1
2995,0,1500,782,1
3115,0,1064,1664,2
2932,0,3861,5585,2
3015,0,335,1678,2
2850,0,3241,2490,2
3053,0,2999,745,2
3197,0,150,2184,1
2709,0,2352,5304,2
2978,0,1499,1841,2
3261,0,6413,120,1
2630,0,1260,560,5
2734,0,1590,1237,5
2400,0,713,1123,6
2851,0,2755,2648,2
3112,1,2737,2928,2
3230,0,3381,2708,1
3235,0,845,1861,1
2862,0,2259,1935,2
3371,0,2484,1189,7
3187,0,1366,2432,2
3313,0,1024,1507,1
2891,0,1144,1761,2
3042,0,1718,3392,1
2818,0,3624,5710,2
3375,0,3531,693,1
2100,0,540,571,3
2998,0,3841,1397,2
2685,0,1401,603,2
2556,0,2577,2592,1
2924,0,2184,2203,1
3225,0,2695,3063,1
3456,0,1637,1463,7
2942,0,1593,2868,1
2841,0,3664,2817,2
2775,0,1473,1468,2
2972,0,3671,5472,2
3230,1,4503,730,1
2946,1,1065,2201,2
3311,0,3900,1065,1
2959,0,4781,2271,1
3005,0,4464,642,2
3402,0,4682,2876,7
2720,0,1470,511,2
2972,0,4616,4917,2
2970,0,3195,1057,1
2553,0,474,1182,2
3167,0,5553,1945,1
2084,0,408,960,6
3062,0,3027,1057,2
3240,0,400,2026,2
2455,0,1167,658,3
3182,0,2924,4871,1
3320,0,2832,1771,7
2613,0,1269,696,3
3479,0,2380,3609,7
3202,0,1591,2289,1
2928,0,3709,4811,2
2823,0,2197,1003,2
2697,0,1879,1487,2
2753,0,1694,2609,2
3319,0,1466,3412,2
3031,0,633,658,2
2985,1,2086,2334,2
3137,0,677,1233,1
3000,0,2356,2160,1
2858,0,757,509,2
2992,0,1740,1426,1
2845,0,2872,2215,2
2314,0,1543,633,6
3228,0,2971,3626,1
3254,0,1515,3208,1
3118,0,1867,842,1
2949,0,2077,2003,1
2632,0,765,1114,2
2837,0,3483,5900,2
3187,0,5457,2697,1
2945,0,4482,4929,1
2813,0,1982,2664,2
2919,0,3855,2605,2
3150,0,612,1584,2
3077,0,4987,2746,1
2970,0,1982,2613,1
3341,0,1291,3006,1
2821,0,1110,691,2
3246,0,1020,1101,1
2740,0,124,2563,2
3018,0,4535,3948,1
3204,0,2445,1087,1
3173,0,3055,942,1
3037,0,2493,2234,1
3061,0,277,1500,2
1977,0,295,849,6
2850,0,150,1167,2
2302,0,1024,361,3
2997,0,1622,2173,2
3136,0,4523,3448,1
3223,0,3449,600,2
3168,0,1773,2301,1
2822,0,1749,1380,2
2872,0,3425,5166,2
2822,0,2431,2766,2
3189,1,1124,1945,2
2616,0,361,725,2
3273,0,870,2197,7
3047,0,3487,2769,1
3055,0,811,1652,1
2851,0,1418,1434,2
3257,0,785,1712,1
2019,0,162,510,3
2912,0,1560,1399,2
3236,0,3031,390,1
3242,0,1357,2733,1
3129,1,560,1019,2
3245,1,384,815,2
2740,0,1495,2433,5
3182,0,4050,811,1
3231,0,5945,2911,2
3264,0,3587,2610,1
3374,0,1905,1856,1
2878,0,914,1224,2
3143,0,108,3113,2
3026,1,2113,2808,2
3214,0,1415,2279,1
2429,0,175,888,3
3086,0,3306,5457,1
3005,0,5242,1449,2
3243,0,1732,1345,1
3350,0,2565,618,7
2704,0,2640,552,2
2924,0,2188,1765,2
2690,0,1710,1266,2
2332,0,1208,1275,6
3022,0,1477,1101,2
2988,0,4992,5824,1
3119,1,930,1556,2
2078,0,510,603,3
2956,0,3661,2096,2
3241,0,3037,1986,1
3063,0,4624,3004,1
2782,0,3098,5748,2
2762,0,2856,6280,2
2828,0,1498,1189,5
3415,0,3085,1950,7
3034,0,1687,1187,1
3087,0,323,1385,2
2811,0,2300,1816,2
3281,0,882,997,1
3458,0,2239,3462,7
3373,0,3421,182,1
2820,0,847,1786,1
2338,0,1485,666,6
2796,0,2155,2021,1
2283,0,540,1745,3
3116,0,1304,1128,1
3011,0,5160,6010,2
3344,1,1451,2571,1
2987,0,330,886,1
3095,0,2402,1535,1
2755,0,2040,1295,2
3181,0,6094,1087,2
3106,0,4337,3674,1
2872,0,1388,2761,2
2855,0,812,492,2
2797,0,1423,990,2
3304,0,1832,1908,1
2957,0,2856,1320,1
3035,0,1168,1323,2
2725,0,914,1939,5
2873,0,5355,760,2
3219,0,2308,582,1
3279,0,433,713,1
2901,0,2340,1729,2
2721,0,1994,1201,2
3011,0,5005,5974,2
2883,0,4121,2911,1
2493,0,1190,1546,3
3072,1,1533,808,2
2638,0,743,1358,3
3085,0,1529,1570,1
2949,0,5549,4934,2
3397,0,1867,3104,1
3266,0,1144,2424,2
3027,0,1812,2846,1
3086,0,2093,1935,1
3191,0,4578,1471,1
3020,0,450,1084,1
2978,0,5739,2832,2
3021,0,604,1168,1
2837,0,2084,2376,2
2979,0,3047,930,2
3171,0,1998,4338,1
2374,0,417,458,2
2955,0,2770,553,1
2178,0,1182,902,3
3164,0,658,2232,1
2433,0,1218,700,6
2322,0,1008,816,3
3067,0,1130,1324,2
3040,0,3097,1731,1
2962,0,6108,5674,2
2980,1,1864,966,1
2674,0,810,1613,2
2807,0,1036,972,3
2907,0,2202,2512,2
2921,0,711,1566,5
2309,0,891,960,3
2877,0,2290,2574,2
2995,1,1825,1637,2
2586,0,765,1177,2
3165,0,2044,2942,1
3345,0,4252,2212,7
2820,0,774,488,2
3421,0,3114,1012,7
2997,0,1651,1784,2
3251,0,5728,2644,2
3022,0,1376,2616,2
2803,0,2628,3960,2
2758,0,3778,5656,2
2960,0,726,1044,1
2951,0,2640,1269,2
3138,0,5732,2519,2
2775,0,1549,1445,1
3214,0,5783,743,1
3008,0,3948,2356,2
2808,0,3129,6308,1
2929,0,5842,5988,1
2469,0,927,1318,3
2967,0,1531,2167,2
2526,0,648,1248,2
2784,0,1907,1383,2
3017,0,1543,540,2
3159,0,3454,1682,1
3001,0,5229,2041,1
3204,0,2644,2484,1
2919,0,1084,2828,2
3166,0,1358,994,1
3237,0,3946,1371,7
2972,0,4830,5351,2
3177,0,4036,592,1
2925,0,2081,1790,2
3165,0,4245,840,2
3216,0,2056,1926,1
2899,0,3692,2807,2
3195,0,2018,2803,7
2838,0,1020,2665,2
3198,1,1544,2496,1
2944,1,1260,1653,2
3079,1,3108,1158,2
2545,0,2590,2576,1
3058,1,2279,2647,1
2300,0,993,1090,6
2054,0,532,150,3
2848,0,1922,1500,2
2229,0,752,361,3
3134,0,3474,3155,1
2717,0,2670,771,2
3306,0,1452,1421,1
2575,0,931,1492,3
3088,1,3067,1248,2
3148,1,2512,495,1
2814,0,2789,1418,2
3072,0,2206,1426,1
2821,0,3009,4626,2
3206,0,3717,421,1
2770,0,604,2588,2
3019,0,4936,3690,2
2732,0,1624,2457,2
3285,0,5533,816,1
3285,0,6097,2941,2
3034,0,5905,4957,1
2933,0,1340,1489,2
3031,0,4943,1518,1
3390,0,2489,1120,7
2777,0,2278,1224,2
2633,0,1136,931,2
2862,0,3132,2553,1
3138,1,1850,2676,1
3183,0,175,571,1
2115,0,1353,878,3
2073,0,979,514,3
3179,0,1917,4425,1
3031,0,6575,3571,1
2780,0,1897,1727,1
2891,0,968,2160,2
2773,0,2164,811,5
3392,0,2613,1233,7
3294,0,1318,680,1
3007,0,2495,1537,2
3147,0,4764,2352,1
2700,0,1590,825,2
3047,0,2760,6661,1
3005,0,641,999,2
2891,0,805,1396,2
2988,0,2850,466,2
3031,0,5908,5413,2
2710,0,1892,6254,2
3165,0,3394,3390,1
2937,0,1253,1321,1
3145,1,1747,2737,1
3269,0,3570,1087,1
2838,0,2219,1739,2
2370,0,234,726,3
3167,0,1392,4478,1
2762,0,2155,3805,2
3021,0,1181,2322,2
2875,0,696,391,2
3042,0,1092,2947,1
3031,0,1849,2876,1
2833,0,2349,730,1
2857,0,242,1544,2
3310,0,1436,2791,1
3383,0,3097,1213,1
3336,1,926,1259,7
3021,0,5763,2429,1
2934,0,2583,1320,2
3270,0,6421,42,1
2914,0,930,2170,2
2796,0,1302,2012,6
3111,0,1031,1154,2
3070,0,6695,2982,2
2962,0,4148,5504,2
2683,0,1935,1492,2
2973,0,3737,872,2
3106,0,3552,1250,1
3080,0,926,2174,1
2988,1,2505,1907,1
3094,0,2877,2624,1
3236,0,2876,882,1
2887,0,2616,2242,2
3003,0,5193,3014,2
2873,0,1530,2614,2
3149,0,4677,3201,1
2842,0,702,633,1
2659,0,1719,2781,2
2686,0,895,1361,2
3103,0,2255,1785,1
3342,0,1672,1680,7
3020,0,4105,2586,2
2888,0,3439,3060,2
3226,1,488,700,1
2918,0,2010,1965,2
3358,0,4109,3640,7
3399,0,3027,1981,1
2272,0,339,417,3
3246,0,3015,255,1
2725,0,2135,485,2
3067,0,6162,3078,2
2845,0,4348,5255,1
3178,0,3421,579,2
2840,0,589,560,2
3154,0,1945,834,2
2898,0,3404,1500,2
3318,0,1209,2877,1
3355,0,2604,659,7
2485,0,932,882,3
3201,0,1839,666,1
2692,0,1936,60,1
2301,0,1222,850,3
3003,0,5216,2550,1
2233,0,1237,750,6
3336,0,5117,3150,7
2939,0,361,1187,1
2724,0,1847,180,1
3116,0,3149,5325,1
2945,0,4598,3882,2
2976,0,306,153,1
2523,0,1008,859,3
3035,0,1889,1577,1
3023,1,2155,1718,2
2754,0,1914,2781,2
2932,0,5666,2100,2
2998,1,2952,779,2
3111,0,124,2003,2
3196,0,4246,1657,1
3174,0,3144,3097,2
3156,0,3221,2222,1
2685,0,1861,1084,1
3338,0,1928,1377,1
2412,0,1087,1471,3
3007,1,1736,1557,2
3086,0,2966,5768,1
2340,0,1243,192,3
3064,0,5916,2227,2
3014,0,3124,1114,2
3315,0,1758,4923,1
3074,0,1811,1996,1
3370,0,1544,891,7
2717,0,1203,638,2
1950,0,240,960,3
3381,0,2980,1573,7
3051,0,612,1492,2
3105,0,1050,1948,1
2824,0,841,67,2
3182,0,1032,443,1
3207,0,4944,3064,2
2485,0,811,968,6
2417,0,741,1047,3
2990,0,5158,1867,1
2991,0,1412,1442,2
2887,0,5425,616,2
2970,1,2047,2145,2
3377,1,2416,2105,1
2909,0,3168,2467,2
3083,0,3313,2981,1
3289,0,1403,2967,1
3012,0,1790,1651,2
2827,0,1981,1738,2
2968,0,4669,5385,2
3178,0,947,2162,1
2905,0,1080,509,1
3031,0,1374,999,2
2528,0,1371,437,3
3089,0,1753,3082,1
3023,0,2546,330,1
2591,0,713,612,2
3352,0,1770,2076,1
3372,0,4288,4195,7
3185,1,1082,1888,2
3082,0,4797,495,2
2371,0,499,1801,3
2955,0,6167,4188,2
2884,0,2010,1899,5
2869,0,2981,2678,2
2633,0,210,642,2
3014,1,1443,2131,2
2370,0,342,1626,3
3095,0,4943,1699,1
2633,0,1416,1149,2
3187,0,3890,503,1
3160,0,4410,942,1
2928,0,2105,1222,2
3304,0,1490,2007,1
2539,0,150,1482,6
2788,0,2903,6590,1
3188,0,3406,4645,1
2927,0,402,1660,2
2566,0,1452,1565,5
2972,0,2550,1634,2
2956,0,5585,2096,1
3061,0,1744,474,2
2871,0,1570,1652,2
3190,0,2165,2789,1
2546,0,870,832,3
2680,0,1917,4479,2
2594,0,769,1087,3
3058,0,890,797,1
2885,0,2532,2171,2
2989,0,3294,1976,1
2627,0,1033,1761,2
3140,0,595,2160,1
2929,0,977,1423,2
3310,0,3695,3926,1
2598,0,560,1473,2
2607,0,1731,1802,3
2982,0,4817,4945,2
2507,0,902,916,2
2393,0,1138,765,3
2815,0,845,285,2
3029,0,2873,1159,2
3020,0,5155,2474,1
3243,0,3009,845,1
3044,0,1342,2538,2
3148,0,1869,408,1
3202,0,5574,886,1
3247,0,4011,2584,1
3118,0,1159,1200,1
2601,0,424,1234,2
3142,1,2971,2571,1
3028,0,774,674,1
3298,0,5473,789,1
3021,0,2424,1080,1
2793,0,1301,1195,2
3012,0,1974,1775,2
3585,0,2837,1493,1
3053,0,1337,828,2
3007,0,2416,1357,2
2616,0,1006,6335,2
3011,0,5044,4317,1
2755,0,2285,1507,2
3309,1,874,2571,2
3094,0,1101,1116,2
3535,0,2658,2230,1
2938,0,3353,1772,2
3336,0,3284,726,1
3064,0,4084,2240,2
2836,0,1794,849,5
3391,0,1830,1831,7
3164,0,1987,2616,1
2883,0,1842,2362,1
2971,0,926,3464,1
2914,0,2993,3522,2
2702,0,2825,992,2
3126,0,1676,750,1
3011,0,1084,2398,1
2501,0,726,402,2
3203,0,1650,4655,1
2971,0,1410,872,2
2608,0,866,516,2
3094,0,990,1909,1
2778,0,3078,6286,1
2782,0,2078,2272,2
3250,0,1451,1543,1
3200,1,3522,1567,2
3128,1,1932,2643,1
2931,0,2330,446,2
2848,0,2858,2881,2
2807,0,2814,1827,2
2869,0,2647,976,2
2722,0,2685,2469,2
2663,0,2310,853,2
3000,0,2001,3458,1
2929,0,560,2440,2
3224,0,4475,2368,1
3002,0,450,1006,1
3215,1,631,859,2
2881,0,3558,3588,2
2958,0,1895,1320,2
3082,1,1781,247,2
3152,0,3905,1200,1
2351,0,1165,872,6
2963,0,819,2121,1
2975,0,1560,1392,2
2700,0,2789,930,2
2468,0,1991,85,3
3322,1,1275,2253,2
3395,0,3982,789,1
2867,0,1065,1874,2
3060,0,4156,2594,2
2359,0,768,457,3
2659,0,942,1242,2
2399,0,573,1057,3
2908,0,457,1621,2
3478,0,3360,1414,1
3169,0,3251,2331,1
3219,0,2591,1288,2
2842,0,1234,1536,2
2948,1,1242,1660,2
2848,0,2147,1240,2
3142,0,2563,726,1
3427,0,4883,4183,7
3032,0,3025,1370,1
2566,0,768,1201,2
3177,0,2059,2618,1
3216,0,1703,1338,1
2698,0,1282,1142,2
2766,0,2290,2966,2
3005,0,2132,3395,1
3263,0,3055,752,1
3007,0,4230,886,2
2638,0,1802,2068,6
2878,0,1448,2133,2
3319,0,2084,4699,1
2640,0,1392,1173,2
2919,0,4260,6413,2
3067,0,1242,1168,2
3187,0,3373,582,2
2753,1,2554,1697,2
3286,1,3434,641,1
3148,0,2829,1423,1
3290,0,3772,2781,1
2138,0,446,466,3
3192,0,4614,2415,1
3246,0,1518,408,1
2525,0,1136,1050,3
3010,0,1153,1809,2
2796,1,2905,1777,2
2826,0,624,2203,2
2952,0,1455,607,2
2733,0,1366,706,2
3129,0,4867,1758,1
3243,0,2982,2630,1
3222,0,4710,960,1
3191,0,3506,1549,1
3228,0,1727,2424,1
2572,0,228,819,2
2908,0,541,558,1
2982,0,4592,5704,2
3192,0,270,2697,2
2701,0,1410,2151,2
2647,0,1082,959,2
2991,0,3181,6066,1
2757,0,2402,2208,3
3203,0,1348,1307,7
3149,0,2181,722,1
3251,0,3150,607,1
2847,0,2359,1663,2
3200,0,5439,1084,1
2999,0,3301,1909,1
2409,0,424,351,3
2890,0,2040,1423,2
2912,0,2121,1584,2
3200,0,1471,67,1
3252,0,3246,1570,1
2814,0,2155,2205,2
3207,0,2781,750,1
3109,0,1476,3132,2
2653,0,750,1106,3
3039,0,2970,1075,2
2621,0,702,582,2
2523,0,1813,576,6
3175,0,362,1771,1
3037,0,2912,1825,1
2739,0,1296,1454,2
3048,0,2942,1304,2
3113,0,3610,1302,1
3025,0,1554,3492,1
2748,0,1543,2285,2
2487,0,743,1359,3
3015,0,2819,285,2
3146,0,1531,2103,1
3296,1,1556,2297,1
3162,0,4893,1499,1
2738,0,537,942,2
3250,0,4029,1277,1
3104,0,1374,3007,1
3044,0,5843,4128,2
2938,0,3810,4533,2
3220,0,5877,1974,2
2749,0,2356,1560,2
3065,1,2496,2106,1
3037,0,5735,1964,1
3243,0,2186,3816,1
2844,0,124,216,1
3057,0,6649,2884,2
2956,0,553,1282,1
2610,0,1087,1761,2
